timestamp, power.draw [W]
2026/02/22 03:01:30.118, 27.30 W
2026/02/22 03:01:31.118, 27.39 W
2026/02/22 03:01:32.118, 27.58 W
2026/02/22 03:01:33.118, 27.80 W
2026/02/22 03:01:34.118, 27.97 W
2026/02/22 03:01:35.118, 27.66 W
2026/02/22 03:01:36.119, 27.35 W
2026/02/22 03:01:37.119, 27.33 W
2026/02/22 03:01:38.119, 27.70 W
2026/02/22 03:01:39.119, 27.67 W
2026/02/22 03:01:40.119, 27.63 W
2026/02/22 03:01:41.119, 27.67 W
2026/02/22 03:01:42.119, 27.61 W
2026/02/22 03:01:43.120, 27.44 W
2026/02/22 03:01:44.120, 27.37 W
2026/02/22 03:01:45.120, 27.29 W
2026/02/22 03:01:46.120, 27.38 W
2026/02/22 03:01:47.120, 27.50 W
2026/02/22 03:01:48.120, 27.30 W
2026/02/22 03:01:49.120, 27.15 W
2026/02/22 03:01:50.121, 27.20 W
2026/02/22 03:01:51.121, 27.30 W
2026/02/22 03:01:52.121, 27.49 W
2026/02/22 03:01:53.121, 27.34 W
2026/02/22 03:01:54.121, 27.18 W
2026/02/22 03:01:55.121, 27.53 W
2026/02/22 03:01:56.121, 27.40 W
2026/02/22 03:01:57.121, 27.03 W
2026/02/22 03:01:58.122, 27.17 W
2026/02/22 03:01:59.122, 27.13 W
2026/02/22 03:02:00.122, 27.12 W
2026/02/22 03:02:01.122, 27.46 W
2026/02/22 03:02:02.122, 27.39 W
2026/02/22 03:02:03.122, 27.40 W
2026/02/22 03:02:04.122, 27.37 W
2026/02/22 03:02:05.123, 27.14 W
2026/02/22 03:02:06.123, 27.60 W
2026/02/22 03:02:07.123, 27.60 W
2026/02/22 03:02:08.123, 27.55 W
2026/02/22 03:02:09.123, 27.56 W
2026/02/22 03:02:10.123, 27.20 W
2026/02/22 03:02:11.123, 27.20 W
2026/02/22 03:02:12.124, 27.52 W
2026/02/22 03:02:13.124, 27.42 W
2026/02/22 03:02:14.124, 27.20 W
2026/02/22 03:02:15.124, 27.42 W
2026/02/22 03:02:16.124, 27.60 W
2026/02/22 03:02:17.124, 27.58 W
2026/02/22 03:02:18.124, 27.74 W
2026/02/22 03:02:19.124, 27.52 W
2026/02/22 03:02:20.125, 27.61 W
2026/02/22 03:02:21.125, 27.56 W
2026/02/22 03:02:22.125, 27.60 W
2026/02/22 03:02:23.125, 27.46 W
2026/02/22 03:02:24.125, 27.56 W
2026/02/22 03:02:25.125, 27.87 W
2026/02/22 03:02:26.125, 27.72 W
2026/02/22 03:02:27.126, 27.68 W
2026/02/22 03:02:28.126, 27.60 W
2026/02/22 03:02:29.126, 27.56 W
2026/02/22 03:02:30.126, 27.58 W
2026/02/22 03:02:31.126, 27.62 W
2026/02/22 03:02:32.126, 27.30 W
2026/02/22 03:02:33.126, 27.12 W
2026/02/22 03:02:34.127, 27.22 W
2026/02/22 03:02:35.127, 27.23 W
2026/02/22 03:02:36.127, 27.25 W
2026/02/22 03:02:37.127, 27.21 W
2026/02/22 03:02:38.127, 27.24 W
2026/02/22 03:02:39.127, 27.31 W
2026/02/22 03:02:40.127, 26.97 W
2026/02/22 03:02:41.127, 27.05 W
2026/02/22 03:02:42.128, 27.29 W
2026/02/22 03:02:43.128, 27.38 W
2026/02/22 03:02:44.128, 27.21 W
2026/02/22 03:02:45.128, 27.18 W
2026/02/22 03:02:46.128, 27.24 W
2026/02/22 03:02:47.128, 27.12 W
2026/02/22 03:02:48.129, 27.54 W
2026/02/22 03:02:49.129, 27.42 W
2026/02/22 03:02:50.129, 27.30 W
2026/02/22 03:02:51.129, 27.27 W
2026/02/22 03:02:52.129, 27.31 W
2026/02/22 03:02:53.129, 27.23 W
2026/02/22 03:02:54.129, 27.13 W
2026/02/22 03:02:55.130, 27.18 W
2026/02/22 03:02:56.130, 27.10 W
2026/02/22 03:02:57.130, 27.68 W
2026/02/22 03:02:58.130, 27.49 W
2026/02/22 03:02:59.130, 27.49 W
2026/02/22 03:03:00.130, 27.80 W
2026/02/22 03:03:01.130, 27.30 W
2026/02/22 03:03:02.130, 27.29 W
2026/02/22 03:03:03.131, 27.54 W
2026/02/22 03:03:04.131, 27.33 W
2026/02/22 03:03:05.131, 27.42 W
2026/02/22 03:03:06.131, 27.39 W
2026/02/22 03:03:07.131, 26.93 W
2026/02/22 03:03:08.131, 27.27 W
2026/02/22 03:03:09.131, 27.25 W
2026/02/22 03:03:10.131, 27.37 W
2026/02/22 03:03:11.132, 27.44 W
2026/02/22 03:03:12.132, 27.41 W
2026/02/22 03:03:13.132, 27.32 W
2026/02/22 03:03:14.132, 27.28 W
2026/02/22 03:03:15.132, 27.28 W
2026/02/22 03:03:16.132, 27.05 W
2026/02/22 03:03:17.132, 27.05 W
2026/02/22 03:03:18.132, 27.12 W
2026/02/22 03:03:19.133, 27.17 W
2026/02/22 03:03:20.133, 27.19 W
2026/02/22 03:03:21.133, 27.43 W
2026/02/22 03:03:22.133, 27.44 W
2026/02/22 03:03:23.133, 27.75 W
2026/02/22 03:03:24.133, 27.77 W
2026/02/22 03:03:25.133, 27.77 W
2026/02/22 03:03:26.133, 27.68 W
2026/02/22 03:03:27.134, 27.60 W
2026/02/22 03:03:28.134, 27.57 W
2026/02/22 03:03:29.134, 27.50 W
2026/02/22 03:03:30.134, 27.54 W
2026/02/22 03:03:31.134, 27.92 W
2026/02/22 03:03:32.134, 27.67 W
2026/02/22 03:03:33.134, 27.73 W
2026/02/22 03:03:34.135, 27.65 W
2026/02/22 03:03:35.135, 27.65 W
2026/02/22 03:03:36.135, 27.71 W
2026/02/22 03:03:37.135, 27.78 W
2026/02/22 03:03:38.135, 27.93 W
2026/02/22 03:03:39.135, 27.97 W
2026/02/22 03:03:40.135, 27.57 W
2026/02/22 03:03:41.136, 27.36 W
2026/02/22 03:03:42.136, 27.35 W
2026/02/22 03:03:43.136, 27.67 W
2026/02/22 03:03:44.136, 27.63 W
2026/02/22 03:03:45.136, 27.51 W
2026/02/22 03:03:46.136, 27.63 W
2026/02/22 03:03:47.136, 27.65 W
2026/02/22 03:03:48.136, 27.55 W
2026/02/22 03:03:49.137, 27.29 W
2026/02/22 03:03:50.137, 27.26 W
2026/02/22 03:03:51.137, 27.23 W
2026/02/22 03:03:52.137, 27.55 W
2026/02/22 03:03:53.137, 27.79 W
2026/02/22 03:03:54.137, 27.72 W
2026/02/22 03:03:55.137, 27.48 W
2026/02/22 03:03:56.138, 27.65 W
2026/02/22 03:03:57.138, 27.45 W
2026/02/22 03:03:58.138, 27.57 W
2026/02/22 03:03:59.138, 27.64 W
2026/02/22 03:04:00.138, 27.28 W
2026/02/22 03:04:01.138, 27.31 W
2026/02/22 03:04:02.138, 27.34 W
2026/02/22 03:04:03.138, 27.35 W
2026/02/22 03:04:04.139, 27.33 W
2026/02/22 03:04:05.139, 27.71 W
2026/02/22 03:04:06.139, 27.56 W
2026/02/22 03:04:07.139, 27.25 W
2026/02/22 03:04:08.139, 27.09 W
2026/02/22 03:04:09.139, 27.20 W
2026/02/22 03:04:10.139, 27.36 W
2026/02/22 03:04:11.139, 27.41 W
2026/02/22 03:04:12.140, 27.24 W
2026/02/22 03:04:13.140, 27.28 W
2026/02/22 03:04:14.140, 27.18 W
2026/02/22 03:04:15.140, 27.40 W
2026/02/22 03:04:16.140, 27.34 W
2026/02/22 03:04:17.140, 27.28 W
2026/02/22 03:04:18.140, 27.10 W
2026/02/22 03:04:19.141, 27.65 W
2026/02/22 03:04:20.141, 27.60 W
2026/02/22 03:04:21.141, 27.75 W
2026/02/22 03:04:22.141, 27.77 W
2026/02/22 03:04:23.141, 27.72 W
2026/02/22 03:04:24.141, 27.44 W
2026/02/22 03:04:25.141, 27.71 W
2026/02/22 03:04:26.142, 27.69 W
2026/02/22 03:04:27.142, 27.57 W
2026/02/22 03:04:28.142, 27.23 W
2026/02/22 03:04:29.142, 27.26 W
2026/02/22 03:04:30.142, 27.65 W
2026/02/22 03:04:31.142, 27.69 W
2026/02/22 03:04:32.142, 27.68 W
2026/02/22 03:04:33.142, 27.57 W
2026/02/22 03:04:34.143, 27.63 W
2026/02/22 03:04:35.143, 27.60 W
2026/02/22 03:04:36.143, 27.65 W
2026/02/22 03:04:37.143, 27.89 W
2026/02/22 03:04:38.143, 27.94 W
2026/02/22 03:04:39.143, 27.90 W
2026/02/22 03:04:40.143, 27.74 W
2026/02/22 03:04:41.144, 27.62 W
2026/02/22 03:04:42.144, 27.48 W
2026/02/22 03:04:43.144, 27.43 W
2026/02/22 03:04:44.144, 27.53 W
2026/02/22 03:04:45.144, 27.55 W
2026/02/22 03:04:46.144, 27.20 W
2026/02/22 03:04:47.144, 27.31 W
2026/02/22 03:04:48.145, 27.59 W
2026/02/22 03:04:49.145, 27.44 W
2026/02/22 03:04:50.145, 27.48 W
2026/02/22 03:04:51.145, 27.39 W
2026/02/22 03:04:52.145, 27.13 W
2026/02/22 03:04:53.145, 27.24 W
2026/02/22 03:04:54.145, 27.24 W
2026/02/22 03:04:55.146, 27.24 W
2026/02/22 03:04:56.146, 27.38 W
2026/02/22 03:04:57.146, 27.27 W
2026/02/22 03:04:58.146, 27.53 W
2026/02/22 03:04:59.146, 27.73 W
2026/02/22 03:05:00.146, 27.74 W
2026/02/22 03:05:01.146, 27.79 W
2026/02/22 03:05:02.146, 27.71 W
2026/02/22 03:05:03.147, 27.91 W
2026/02/22 03:05:04.147, 27.63 W
2026/02/22 03:05:05.147, 27.52 W
2026/02/22 03:05:06.147, 28.07 W
2026/02/22 03:05:07.147, 27.99 W
2026/02/22 03:05:08.147, 27.82 W
2026/02/22 03:05:09.148, 28.06 W
2026/02/22 03:05:10.148, 27.91 W
2026/02/22 03:05:11.148, 27.95 W
2026/02/22 03:05:12.148, 28.19 W
2026/02/22 03:05:13.148, 28.10 W
2026/02/22 03:05:14.148, 27.84 W
2026/02/22 03:05:15.148, 27.46 W
2026/02/22 03:05:16.148, 27.60 W
2026/02/22 03:05:17.149, 27.80 W
2026/02/22 03:05:18.149, 27.85 W
2026/02/22 03:05:19.149, 27.96 W
2026/02/22 03:05:20.149, 28.00 W
2026/02/22 03:05:21.149, 27.97 W
2026/02/22 03:05:22.149, 27.76 W
2026/02/22 03:05:23.149, 27.86 W
2026/02/22 03:05:24.150, 27.65 W
2026/02/22 03:05:25.150, 27.98 W
2026/02/22 03:05:26.150, 27.87 W
2026/02/22 03:05:27.150, 27.77 W
2026/02/22 03:05:28.150, 27.90 W
2026/02/22 03:05:29.150, 27.60 W
2026/02/22 03:05:30.150, 27.26 W
2026/02/22 03:05:31.151, 27.56 W
2026/02/22 03:05:32.151, 27.51 W
2026/02/22 03:05:33.151, 27.59 W
2026/02/22 03:05:34.151, 27.81 W
2026/02/22 03:05:35.151, 27.50 W
2026/02/22 03:05:36.151, 27.60 W
2026/02/22 03:05:37.151, 27.16 W
2026/02/22 03:05:38.152, 27.18 W
2026/02/22 03:05:39.152, 27.07 W
2026/02/22 03:05:40.152, 27.10 W
2026/02/22 03:05:41.152, 27.22 W
2026/02/22 03:05:42.152, 27.20 W
2026/02/22 03:05:43.152, 27.73 W
2026/02/22 03:05:44.152, 27.71 W
2026/02/22 03:05:45.153, 27.70 W
2026/02/22 03:05:46.153, 27.63 W
2026/02/22 03:05:47.153, 27.64 W
2026/02/22 03:05:48.153, 27.35 W
2026/02/22 03:05:49.153, 27.33 W
2026/02/22 03:05:50.153, 27.44 W
2026/02/22 03:05:51.153, 27.91 W
2026/02/22 03:05:52.154, 28.04 W
2026/02/22 03:05:53.154, 28.23 W
2026/02/22 03:05:54.154, 27.75 W
2026/02/22 03:05:55.154, 27.79 W
2026/02/22 03:05:56.154, 27.74 W
2026/02/22 03:05:57.154, 27.53 W
2026/02/22 03:05:58.154, 27.64 W
2026/02/22 03:05:59.154, 27.59 W
2026/02/22 03:06:00.155, 27.70 W
2026/02/22 03:06:01.155, 27.59 W
2026/02/22 03:06:02.155, 27.49 W
2026/02/22 03:06:03.155, 27.60 W
2026/02/22 03:06:04.155, 27.52 W
2026/02/22 03:06:05.155, 27.27 W
2026/02/22 03:06:06.156, 27.56 W
2026/02/22 03:06:07.156, 27.62 W
2026/02/22 03:06:08.156, 27.62 W
2026/02/22 03:06:09.156, 27.44 W
2026/02/22 03:06:10.156, 27.37 W
2026/02/22 03:06:11.156, 27.30 W
2026/02/22 03:06:12.156, 27.57 W
2026/02/22 03:06:13.156, 27.57 W
2026/02/22 03:06:14.157, 27.60 W
2026/02/22 03:06:15.157, 27.46 W
2026/02/22 03:06:16.157, 27.51 W
2026/02/22 03:06:17.157, 27.44 W
2026/02/22 03:06:18.157, 27.42 W
2026/02/22 03:06:19.157, 27.46 W
2026/02/22 03:06:20.157, 27.33 W
2026/02/22 03:06:21.157, 27.14 W
2026/02/22 03:06:22.158, 27.09 W
2026/02/22 03:06:23.158, 27.54 W
2026/02/22 03:06:24.158, 27.58 W
2026/02/22 03:06:25.158, 27.50 W
2026/02/22 03:06:26.158, 27.42 W
2026/02/22 03:06:27.158, 27.44 W
2026/02/22 03:06:28.158, 27.59 W
2026/02/22 03:06:29.159, 27.75 W
2026/02/22 03:06:30.159, 27.90 W
2026/02/22 03:06:31.159, 27.97 W
2026/02/22 03:06:32.159, 27.81 W
2026/02/22 03:06:33.159, 27.54 W
2026/02/22 03:06:34.159, 27.47 W
2026/02/22 03:06:35.159, 27.36 W
2026/02/22 03:06:36.159, 27.35 W
2026/02/22 03:06:37.160, 27.37 W
2026/02/22 03:06:38.160, 27.55 W
2026/02/22 03:06:39.160, 27.59 W
2026/02/22 03:06:40.160, 27.50 W
2026/02/22 03:06:41.160, 27.43 W
2026/02/22 03:06:42.160, 27.21 W
2026/02/22 03:06:43.160, 27.39 W
2026/02/22 03:06:44.161, 27.46 W
2026/02/22 03:06:45.161, 27.12 W
2026/02/22 03:06:46.161, 27.17 W
2026/02/22 03:06:47.161, 27.23 W
2026/02/22 03:06:48.161, 27.21 W
2026/02/22 03:06:49.161, 27.21 W
2026/02/22 03:06:50.161, 27.21 W
2026/02/22 03:06:51.161, 27.29 W
2026/02/22 03:06:52.162, 27.17 W
2026/02/22 03:06:53.162, 27.10 W
2026/02/22 03:06:54.162, 27.13 W
2026/02/22 03:06:55.162, 27.19 W
2026/02/22 03:06:56.162, 26.98 W
2026/02/22 03:06:57.162, 26.91 W
2026/02/22 03:06:58.162, 26.71 W
2026/02/22 03:06:59.163, 26.86 W
2026/02/22 03:07:00.163, 27.16 W
2026/02/22 03:07:01.163, 26.90 W
2026/02/22 03:07:02.163, 26.83 W
2026/02/22 03:07:03.163, 27.06 W
2026/02/22 03:07:04.163, 27.23 W
2026/02/22 03:07:05.163, 27.70 W
2026/02/22 03:07:06.163, 27.50 W
2026/02/22 03:07:07.164, 27.28 W
2026/02/22 03:07:08.164, 27.27 W
2026/02/22 03:07:09.164, 27.28 W
2026/02/22 03:07:10.164, 27.40 W
2026/02/22 03:07:11.164, 27.28 W
2026/02/22 03:07:12.164, 27.29 W
2026/02/22 03:07:13.164, 27.26 W
2026/02/22 03:07:14.165, 27.03 W
2026/02/22 03:07:15.165, 27.08 W
2026/02/22 03:07:16.165, 27.10 W
2026/02/22 03:07:17.165, 27.05 W
2026/02/22 03:07:18.165, 27.12 W
2026/02/22 03:07:19.165, 27.47 W
2026/02/22 03:07:20.165, 27.47 W
2026/02/22 03:07:21.165, 27.50 W
2026/02/22 03:07:22.165, 27.36 W
2026/02/22 03:07:23.166, 27.39 W
2026/02/22 03:07:24.166, 27.48 W
2026/02/22 03:07:25.166, 27.30 W
2026/02/22 03:07:26.166, 27.28 W
2026/02/22 03:07:27.166, 27.28 W
2026/02/22 03:07:28.166, 27.67 W
2026/02/22 03:07:29.166, 27.92 W
2026/02/22 03:07:30.166, 27.42 W
2026/02/22 03:07:31.167, 27.44 W
2026/02/22 03:07:32.167, 27.34 W
2026/02/22 03:07:33.167, 27.44 W
2026/02/22 03:07:34.167, 27.45 W
2026/02/22 03:07:35.167, 27.49 W
2026/02/22 03:07:36.167, 28.02 W
2026/02/22 03:07:37.167, 28.07 W
2026/02/22 03:07:38.168, 27.92 W
2026/02/22 03:07:39.168, 27.95 W
2026/02/22 03:07:40.168, 28.07 W
2026/02/22 03:07:41.168, 28.07 W
2026/02/22 03:07:42.168, 27.98 W
2026/02/22 03:07:43.168, 28.00 W
2026/02/22 03:07:44.168, 28.18 W
2026/02/22 03:07:45.168, 28.24 W
2026/02/22 03:07:46.169, 28.21 W
2026/02/22 03:07:47.169, 28.17 W
2026/02/22 03:07:48.169, 28.09 W
2026/02/22 03:07:49.169, 27.69 W
2026/02/22 03:07:50.169, 27.93 W
2026/02/22 03:07:51.169, 27.70 W
2026/02/22 03:07:52.169, 27.66 W
2026/02/22 03:07:53.169, 27.98 W
2026/02/22 03:07:54.170, 27.74 W
2026/02/22 03:07:55.170, 27.94 W
2026/02/22 03:07:56.170, 28.06 W
2026/02/22 03:07:57.170, 28.03 W
2026/02/22 03:07:58.170, 28.08 W
2026/02/22 03:07:59.170, 27.98 W
2026/02/22 03:08:00.170, 28.08 W
2026/02/22 03:08:01.171, 28.44 W
2026/02/22 03:08:02.171, 28.00 W
2026/02/22 03:08:03.171, 27.89 W
2026/02/22 03:08:04.171, 27.82 W
2026/02/22 03:08:05.171, 27.84 W
2026/02/22 03:08:06.171, 27.68 W
2026/02/22 03:08:07.171, 27.77 W
2026/02/22 03:08:08.171, 27.73 W
2026/02/22 03:08:09.172, 27.50 W
2026/02/22 03:08:10.172, 27.70 W
2026/02/22 03:08:11.172, 27.73 W
2026/02/22 03:08:12.172, 27.59 W
2026/02/22 03:08:13.172, 27.83 W
2026/02/22 03:08:14.172, 28.03 W
2026/02/22 03:08:15.172, 27.54 W
2026/02/22 03:08:16.173, 27.56 W
2026/02/22 03:08:17.173, 27.99 W
2026/02/22 03:08:18.173, 27.92 W
2026/02/22 03:08:19.173, 27.70 W
2026/02/22 03:08:20.173, 27.87 W
2026/02/22 03:08:21.173, 28.05 W
2026/02/22 03:08:22.173, 28.00 W
2026/02/22 03:08:23.173, 28.12 W
2026/02/22 03:08:24.174, 28.20 W
2026/02/22 03:08:25.174, 27.53 W
2026/02/22 03:08:26.174, 27.46 W
2026/02/22 03:08:27.174, 27.69 W
2026/02/22 03:08:28.174, 27.68 W
2026/02/22 03:08:29.174, 27.45 W
2026/02/22 03:08:30.174, 27.62 W
2026/02/22 03:08:31.174, 27.81 W
2026/02/22 03:08:32.175, 27.71 W
2026/02/22 03:08:33.175, 27.83 W
2026/02/22 03:08:34.175, 27.70 W
2026/02/22 03:08:35.175, 27.67 W
2026/02/22 03:08:36.175, 27.72 W
2026/02/22 03:08:37.175, 27.67 W
2026/02/22 03:08:38.175, 27.77 W
2026/02/22 03:08:39.176, 28.04 W
2026/02/22 03:08:40.176, 27.92 W
2026/02/22 03:08:41.176, 28.02 W
2026/02/22 03:08:42.176, 27.53 W
2026/02/22 03:08:43.176, 27.36 W
2026/02/22 03:08:44.176, 27.64 W
2026/02/22 03:08:45.176, 27.90 W
2026/02/22 03:08:46.176, 27.38 W
2026/02/22 03:08:47.177, 27.58 W
2026/02/22 03:08:48.177, 27.75 W
2026/02/22 03:08:49.177, 27.85 W
2026/02/22 03:08:50.177, 27.78 W
2026/02/22 03:08:51.177, 28.06 W
2026/02/22 03:08:52.177, 27.94 W
2026/02/22 03:08:53.177, 27.76 W
2026/02/22 03:08:54.178, 27.77 W
2026/02/22 03:08:55.178, 27.81 W
2026/02/22 03:08:56.178, 27.70 W
2026/02/22 03:08:57.178, 27.80 W
2026/02/22 03:08:58.178, 27.84 W
2026/02/22 03:08:59.178, 27.74 W
2026/02/22 03:09:00.178, 27.91 W
2026/02/22 03:09:01.179, 27.98 W
2026/02/22 03:09:02.179, 27.92 W
2026/02/22 03:09:03.179, 28.03 W
2026/02/22 03:09:04.179, 27.73 W
2026/02/22 03:09:05.179, 27.69 W
2026/02/22 03:09:06.179, 27.69 W
2026/02/22 03:09:07.179, 28.09 W
2026/02/22 03:09:08.180, 27.97 W
2026/02/22 03:09:09.180, 27.90 W
2026/02/22 03:09:10.180, 28.08 W
2026/02/22 03:09:11.180, 28.04 W
2026/02/22 03:09:12.180, 27.76 W
2026/02/22 03:09:13.180, 27.92 W
2026/02/22 03:09:14.180, 27.90 W
2026/02/22 03:09:15.181, 27.98 W
2026/02/22 03:09:16.181, 27.95 W
2026/02/22 03:09:17.181, 28.02 W
2026/02/22 03:09:18.181, 28.17 W
2026/02/22 03:09:19.181, 28.25 W
2026/02/22 03:09:20.181, 28.37 W
2026/02/22 03:09:21.181, 28.46 W
2026/02/22 03:09:22.181, 28.40 W
2026/02/22 03:09:23.182, 28.28 W
2026/02/22 03:09:24.182, 28.07 W
2026/02/22 03:09:25.182, 28.08 W
2026/02/22 03:09:26.182, 27.88 W
2026/02/22 03:09:27.182, 27.77 W
2026/02/22 03:09:28.182, 27.82 W
2026/02/22 03:09:29.182, 27.93 W
2026/02/22 03:09:30.182, 28.11 W
2026/02/22 03:09:31.183, 28.07 W
2026/02/22 03:09:32.183, 27.88 W
2026/02/22 03:09:33.183, 27.89 W
2026/02/22 03:09:34.183, 27.96 W
2026/02/22 03:09:35.183, 27.86 W
2026/02/22 03:09:36.183, 27.77 W
2026/02/22 03:09:37.183, 28.00 W
2026/02/22 03:09:38.184, 27.96 W
2026/02/22 03:09:39.184, 27.90 W
2026/02/22 03:09:40.184, 27.92 W
2026/02/22 03:09:41.184, 28.08 W
2026/02/22 03:09:42.184, 28.01 W
2026/02/22 03:09:43.184, 27.87 W
2026/02/22 03:09:44.184, 27.95 W
2026/02/22 03:09:45.184, 28.09 W
2026/02/22 03:09:46.185, 28.16 W
2026/02/22 03:09:47.185, 28.18 W
2026/02/22 03:09:48.185, 28.28 W
2026/02/22 03:09:49.185, 28.29 W
2026/02/22 03:09:50.185, 28.09 W
2026/02/22 03:09:51.185, 28.05 W
2026/02/22 03:09:52.185, 27.97 W
2026/02/22 03:09:53.186, 28.07 W
2026/02/22 03:09:54.186, 27.82 W
2026/02/22 03:09:55.186, 27.73 W
2026/02/22 03:09:56.186, 28.09 W
2026/02/22 03:09:57.186, 28.07 W
2026/02/22 03:09:58.186, 27.92 W
2026/02/22 03:09:59.186, 27.83 W
2026/02/22 03:10:00.186, 28.33 W
2026/02/22 03:10:01.187, 28.05 W
2026/02/22 03:10:02.187, 27.90 W
2026/02/22 03:10:03.187, 27.99 W
2026/02/22 03:10:04.187, 27.89 W
2026/02/22 03:10:05.187, 27.87 W
2026/02/22 03:10:06.187, 28.16 W
2026/02/22 03:10:07.187, 28.25 W
2026/02/22 03:10:08.188, 28.41 W
2026/02/22 03:10:09.188, 28.36 W
2026/02/22 03:10:10.188, 28.26 W
2026/02/22 03:10:11.188, 27.91 W
2026/02/22 03:10:12.188, 28.00 W
2026/02/22 03:10:13.188, 28.23 W
2026/02/22 03:10:14.188, 28.26 W
2026/02/22 03:10:15.189, 28.32 W
2026/02/22 03:10:16.189, 28.30 W
2026/02/22 03:10:17.189, 28.03 W
2026/02/22 03:10:18.189, 27.47 W
2026/02/22 03:10:19.189, 27.75 W
2026/02/22 03:10:20.189, 27.94 W
2026/02/22 03:10:21.189, 27.97 W
2026/02/22 03:10:22.189, 27.73 W
2026/02/22 03:10:23.190, 27.71 W
2026/02/22 03:10:24.190, 27.89 W
2026/02/22 03:10:25.190, 27.89 W
2026/02/22 03:10:26.190, 27.94 W
2026/02/22 03:10:27.190, 28.13 W
2026/02/22 03:10:28.190, 28.17 W
2026/02/22 03:10:29.190, 28.19 W
2026/02/22 03:10:30.191, 27.88 W
2026/02/22 03:10:31.191, 28.14 W
2026/02/22 03:10:32.191, 28.05 W
2026/02/22 03:10:33.191, 28.10 W
2026/02/22 03:10:34.191, 28.38 W
2026/02/22 03:10:35.191, 28.25 W
2026/02/22 03:10:36.191, 28.10 W
2026/02/22 03:10:37.192, 28.01 W
2026/02/22 03:10:38.192, 28.20 W
2026/02/22 03:10:39.192, 28.28 W
2026/02/22 03:10:40.192, 28.28 W
2026/02/22 03:10:41.192, 28.02 W
2026/02/22 03:10:42.192, 28.11 W
2026/02/22 03:10:43.192, 28.06 W
2026/02/22 03:10:44.192, 28.10 W
2026/02/22 03:10:45.193, 27.98 W
2026/02/22 03:10:46.193, 27.97 W
2026/02/22 03:10:47.193, 28.14 W
2026/02/22 03:10:48.193, 27.93 W
2026/02/22 03:10:49.193, 28.02 W
2026/02/22 03:10:50.193, 28.35 W
2026/02/22 03:10:51.193, 28.65 W
2026/02/22 03:10:52.194, 28.70 W
2026/02/22 03:10:53.194, 28.45 W
2026/02/22 03:10:54.194, 28.01 W
2026/02/22 03:10:55.194, 28.25 W
2026/02/22 03:10:56.194, 28.46 W
2026/02/22 03:10:57.194, 28.30 W
2026/02/22 03:10:58.194, 28.02 W
2026/02/22 03:10:59.194, 27.76 W
2026/02/22 03:11:00.195, 27.79 W
2026/02/22 03:11:01.195, 27.77 W
2026/02/22 03:11:02.195, 28.10 W
2026/02/22 03:11:03.195, 28.09 W
2026/02/22 03:11:04.195, 27.89 W
2026/02/22 03:11:05.195, 28.13 W
2026/02/22 03:11:06.195, 28.03 W
2026/02/22 03:11:07.196, 28.04 W
2026/02/22 03:11:08.196, 28.31 W
2026/02/22 03:11:09.196, 28.14 W
2026/02/22 03:11:10.196, 27.92 W
2026/02/22 03:11:11.196, 27.70 W
2026/02/22 03:11:12.196, 27.74 W
2026/02/22 03:11:13.196, 27.39 W
2026/02/22 03:11:14.196, 27.50 W
2026/02/22 03:11:15.197, 27.76 W
2026/02/22 03:11:16.197, 27.68 W
2026/02/22 03:11:17.197, 27.85 W
2026/02/22 03:11:18.197, 27.78 W
2026/02/22 03:11:19.197, 27.52 W
2026/02/22 03:11:20.197, 27.57 W
2026/02/22 03:11:21.197, 27.71 W
2026/02/22 03:11:22.198, 27.62 W
2026/02/22 03:11:23.198, 27.46 W
2026/02/22 03:11:24.198, 27.48 W
2026/02/22 03:11:25.198, 27.45 W
2026/02/22 03:11:26.198, 27.25 W
2026/02/22 03:11:27.198, 26.55 W
2026/02/22 03:11:28.198, 26.80 W
2026/02/22 03:11:29.198, 27.24 W
2026/02/22 03:11:30.199, 27.03 W
2026/02/22 03:11:31.199, 26.92 W
2026/02/22 03:11:32.199, 26.91 W
2026/02/22 03:11:33.199, 26.78 W
2026/02/22 03:11:34.199, 26.98 W
2026/02/22 03:11:35.199, 27.32 W
2026/02/22 03:11:36.199, 27.29 W
2026/02/22 03:11:37.200, 27.34 W
2026/02/22 03:11:38.200, 27.35 W
2026/02/22 03:11:39.200, 27.13 W
2026/02/22 03:11:40.200, 26.63 W
2026/02/22 03:11:41.200, 26.99 W
2026/02/22 03:11:42.200, 27.66 W
2026/02/22 03:11:43.200, 27.50 W
2026/02/22 03:11:44.201, 27.44 W
2026/02/22 03:11:45.201, 27.44 W
2026/02/22 03:11:46.201, 27.51 W
2026/02/22 03:11:47.201, 27.45 W
2026/02/22 03:11:48.201, 27.44 W
2026/02/22 03:11:49.201, 27.55 W
2026/02/22 03:11:50.201, 27.54 W
2026/02/22 03:11:51.201, 27.71 W
2026/02/22 03:11:52.202, 27.71 W
2026/02/22 03:11:53.202, 27.42 W
2026/02/22 03:11:54.202, 27.50 W
2026/02/22 03:11:55.202, 27.46 W
2026/02/22 03:11:56.202, 27.12 W
2026/02/22 03:11:57.202, 27.31 W
2026/02/22 03:11:58.202, 27.41 W
2026/02/22 03:11:59.203, 27.35 W
2026/02/22 03:12:00.203, 27.35 W
2026/02/22 03:12:01.203, 27.33 W
2026/02/22 03:12:02.203, 27.17 W
2026/02/22 03:12:03.203, 27.24 W
2026/02/22 03:12:04.203, 27.48 W
