timestamp, power.draw [W]
2026/02/22 02:28:54.861, 26.68 W
2026/02/22 02:28:55.861, 26.23 W
2026/02/22 02:28:56.861, 26.41 W
2026/02/22 02:28:57.861, 26.54 W
2026/02/22 02:28:58.861, 26.87 W
2026/02/22 02:28:59.861, 26.90 W
2026/02/22 02:29:00.861, 26.74 W
2026/02/22 02:29:01.862, 26.66 W
2026/02/22 02:29:02.862, 26.70 W
2026/02/22 02:29:03.862, 26.69 W
2026/02/22 02:29:04.862, 26.47 W
2026/02/22 02:29:05.862, 26.87 W
2026/02/22 02:29:06.862, 26.85 W
2026/02/22 02:29:07.862, 27.05 W
2026/02/22 02:29:08.862, 27.04 W
2026/02/22 02:29:09.863, 27.01 W
2026/02/22 02:29:10.863, 26.95 W
2026/02/22 02:29:11.863, 26.84 W
2026/02/22 02:29:12.863, 26.46 W
2026/02/22 02:29:13.863, 26.47 W
2026/02/22 02:29:14.863, 26.65 W
2026/02/22 02:29:15.863, 26.86 W
2026/02/22 02:29:16.863, 26.98 W
2026/02/22 02:29:17.864, 26.77 W
2026/02/22 02:29:18.864, 26.58 W
2026/02/22 02:29:19.864, 26.84 W
2026/02/22 02:29:20.864, 27.09 W
2026/02/22 02:29:21.864, 27.05 W
2026/02/22 02:29:22.864, 26.57 W
2026/02/22 02:29:23.864, 26.39 W
2026/02/22 02:29:24.865, 26.47 W
2026/02/22 02:29:25.865, 26.64 W
2026/02/22 02:29:26.865, 26.83 W
2026/02/22 02:29:27.865, 26.51 W
2026/02/22 02:29:28.865, 26.32 W
2026/02/22 02:29:29.865, 26.59 W
2026/02/22 02:29:30.865, 26.81 W
2026/02/22 02:29:31.865, 26.77 W
2026/02/22 02:29:32.866, 26.59 W
2026/02/22 02:29:33.866, 26.95 W
2026/02/22 02:29:34.866, 26.92 W
2026/02/22 02:29:35.866, 26.89 W
2026/02/22 02:29:36.866, 26.89 W
2026/02/22 02:29:37.866, 26.76 W
2026/02/22 02:29:38.866, 26.91 W
2026/02/22 02:29:39.866, 27.05 W
2026/02/22 02:29:40.867, 26.87 W
2026/02/22 02:29:41.867, 26.84 W
2026/02/22 02:29:42.867, 26.84 W
2026/02/22 02:29:43.867, 26.63 W
2026/02/22 02:29:44.867, 26.90 W
2026/02/22 02:29:45.867, 26.66 W
2026/02/22 02:29:46.867, 26.73 W
2026/02/22 02:29:47.868, 26.76 W
2026/02/22 02:29:48.868, 26.69 W
2026/02/22 02:29:49.868, 26.70 W
2026/02/22 02:29:50.868, 26.74 W
2026/02/22 02:29:51.868, 26.86 W
2026/02/22 02:29:52.868, 26.83 W
2026/02/22 02:29:53.868, 26.74 W
2026/02/22 02:29:54.868, 26.66 W
2026/02/22 02:29:55.869, 26.52 W
2026/02/22 02:29:56.869, 26.48 W
2026/02/22 02:29:57.869, 27.24 W
2026/02/22 02:29:58.869, 27.08 W
2026/02/22 02:29:59.869, 26.76 W
2026/02/22 02:30:00.869, 26.43 W
2026/02/22 02:30:01.869, 26.36 W
2026/02/22 02:30:02.869, 26.26 W
2026/02/22 02:30:03.870, 26.36 W
2026/02/22 02:30:04.870, 26.63 W
2026/02/22 02:30:05.870, 26.55 W
2026/02/22 02:30:06.870, 26.70 W
2026/02/22 02:30:07.870, 26.64 W
2026/02/22 02:30:08.870, 26.61 W
2026/02/22 02:30:09.870, 26.59 W
2026/02/22 02:30:10.871, 26.64 W
2026/02/22 02:30:11.871, 26.33 W
2026/02/22 02:30:12.871, 26.17 W
2026/02/22 02:30:13.871, 26.12 W
2026/02/22 02:30:14.871, 26.77 W
2026/02/22 02:30:15.871, 26.68 W
2026/02/22 02:30:16.871, 26.92 W
2026/02/22 02:30:17.872, 26.75 W
2026/02/22 02:30:18.872, 26.82 W
2026/02/22 02:30:19.872, 27.00 W
2026/02/22 02:30:20.872, 27.12 W
2026/02/22 02:30:21.872, 27.16 W
2026/02/22 02:30:22.872, 26.85 W
2026/02/22 02:30:23.872, 26.58 W
2026/02/22 02:30:24.872, 26.67 W
2026/02/22 02:30:25.873, 26.67 W
2026/02/22 02:30:26.873, 27.08 W
2026/02/22 02:30:27.873, 26.97 W
2026/02/22 02:30:28.873, 27.24 W
2026/02/22 02:30:29.873, 27.25 W
2026/02/22 02:30:30.873, 27.34 W
2026/02/22 02:30:31.873, 27.49 W
2026/02/22 02:30:32.873, 27.60 W
2026/02/22 02:30:33.874, 27.37 W
2026/02/22 02:30:34.874, 27.03 W
2026/02/22 02:30:35.874, 27.27 W
2026/02/22 02:30:36.874, 27.20 W
2026/02/22 02:30:37.874, 26.56 W
2026/02/22 02:30:38.874, 26.64 W
2026/02/22 02:30:39.874, 26.20 W
2026/02/22 02:30:40.875, 26.54 W
2026/02/22 02:30:41.875, 27.03 W
2026/02/22 02:30:42.875, 26.99 W
2026/02/22 02:30:43.875, 26.71 W
2026/02/22 02:30:44.875, 26.79 W
2026/02/22 02:30:45.875, 26.80 W
2026/02/22 02:30:46.875, 27.03 W
2026/02/22 02:30:47.875, 26.97 W
2026/02/22 02:30:48.876, 26.73 W
2026/02/22 02:30:49.876, 26.89 W
2026/02/22 02:30:50.876, 26.97 W
2026/02/22 02:30:51.876, 26.88 W
2026/02/22 02:30:52.876, 26.94 W
2026/02/22 02:30:53.876, 26.86 W
2026/02/22 02:30:54.876, 26.27 W
2026/02/22 02:30:55.876, 26.46 W
2026/02/22 02:30:56.877, 26.51 W
2026/02/22 02:30:57.877, 27.07 W
2026/02/22 02:30:58.877, 26.99 W
2026/02/22 02:30:59.877, 27.01 W
2026/02/22 02:31:00.877, 26.89 W
2026/02/22 02:31:01.877, 26.85 W
2026/02/22 02:31:02.877, 26.92 W
2026/02/22 02:31:03.878, 27.08 W
2026/02/22 02:31:04.878, 27.03 W
2026/02/22 02:31:05.878, 27.10 W
2026/02/22 02:31:06.878, 27.26 W
2026/02/22 02:31:07.878, 27.14 W
2026/02/22 02:31:08.878, 26.96 W
2026/02/22 02:31:09.878, 26.82 W
2026/02/22 02:31:10.878, 26.71 W
2026/02/22 02:31:11.879, 26.89 W
2026/02/22 02:31:12.879, 26.88 W
2026/02/22 02:31:13.879, 27.05 W
2026/02/22 02:31:14.879, 26.83 W
2026/02/22 02:31:15.879, 26.99 W
2026/02/22 02:31:16.879, 26.97 W
2026/02/22 02:31:17.879, 27.12 W
2026/02/22 02:31:18.879, 27.04 W
2026/02/22 02:31:19.880, 27.34 W
2026/02/22 02:31:20.880, 27.37 W
2026/02/22 02:31:21.880, 27.18 W
2026/02/22 02:31:22.880, 27.36 W
2026/02/22 02:31:23.880, 27.40 W
2026/02/22 02:31:24.880, 27.31 W
2026/02/22 02:31:25.880, 27.38 W
2026/02/22 02:31:26.881, 27.54 W
2026/02/22 02:31:27.881, 27.35 W
2026/02/22 02:31:28.881, 27.47 W
2026/02/22 02:31:29.881, 27.75 W
2026/02/22 02:31:30.881, 27.56 W
2026/02/22 02:31:31.881, 27.40 W
2026/02/22 02:31:32.881, 27.40 W
2026/02/22 02:31:33.881, 27.48 W
2026/02/22 02:31:34.882, 27.33 W
2026/02/22 02:31:35.882, 27.46 W
2026/02/22 02:31:36.882, 27.61 W
2026/02/22 02:31:37.882, 27.43 W
2026/02/22 02:31:38.882, 27.36 W
2026/02/22 02:31:39.882, 27.30 W
2026/02/22 02:31:40.882, 27.17 W
2026/02/22 02:31:41.882, 27.20 W
2026/02/22 02:31:42.883, 27.11 W
2026/02/22 02:31:43.883, 26.99 W
2026/02/22 02:31:44.883, 27.01 W
2026/02/22 02:31:45.883, 26.75 W
2026/02/22 02:31:46.883, 26.75 W
2026/02/22 02:31:47.883, 26.79 W
2026/02/22 02:31:48.883, 26.91 W
2026/02/22 02:31:49.884, 26.59 W
2026/02/22 02:31:50.884, 26.80 W
2026/02/22 02:31:51.884, 27.17 W
2026/02/22 02:31:52.884, 27.04 W
2026/02/22 02:31:53.884, 27.40 W
2026/02/22 02:31:54.884, 27.39 W
2026/02/22 02:31:55.884, 27.54 W
2026/02/22 02:31:56.884, 27.43 W
2026/02/22 02:31:57.885, 27.69 W
2026/02/22 02:31:58.885, 27.46 W
2026/02/22 02:31:59.885, 27.49 W
2026/02/22 02:32:00.885, 27.52 W
2026/02/22 02:32:01.885, 27.31 W
2026/02/22 02:32:02.885, 27.17 W
2026/02/22 02:32:03.885, 27.27 W
2026/02/22 02:32:04.885, 27.15 W
2026/02/22 02:32:05.886, 27.03 W
2026/02/22 02:32:06.886, 27.35 W
2026/02/22 02:32:07.886, 27.24 W
2026/02/22 02:32:08.886, 27.47 W
2026/02/22 02:32:09.886, 27.63 W
2026/02/22 02:32:10.886, 27.64 W
2026/02/22 02:32:11.886, 27.41 W
2026/02/22 02:32:12.887, 27.46 W
2026/02/22 02:32:13.887, 27.43 W
2026/02/22 02:32:14.887, 27.48 W
2026/02/22 02:32:15.887, 27.37 W
2026/02/22 02:32:16.887, 27.31 W
2026/02/22 02:32:17.887, 27.08 W
2026/02/22 02:32:18.887, 27.24 W
2026/02/22 02:32:19.888, 27.30 W
2026/02/22 02:32:20.888, 27.35 W
2026/02/22 02:32:21.888, 27.40 W
2026/02/22 02:32:22.888, 27.56 W
2026/02/22 02:32:23.888, 27.58 W
2026/02/22 02:32:24.888, 27.23 W
2026/02/22 02:32:25.888, 27.50 W
2026/02/22 02:32:26.888, 27.42 W
2026/02/22 02:32:27.889, 27.59 W
2026/02/22 02:32:28.889, 27.60 W
2026/02/22 02:32:29.889, 27.47 W
2026/02/22 02:32:30.889, 27.70 W
2026/02/22 02:32:31.889, 27.89 W
2026/02/22 02:32:32.889, 27.83 W
2026/02/22 02:32:33.889, 27.86 W
2026/02/22 02:32:34.889, 27.67 W
2026/02/22 02:32:35.890, 27.73 W
2026/02/22 02:32:36.890, 27.70 W
2026/02/22 02:32:37.890, 27.46 W
2026/02/22 02:32:38.890, 27.35 W
2026/02/22 02:32:39.890, 27.36 W
2026/02/22 02:32:40.890, 27.11 W
2026/02/22 02:32:41.890, 27.05 W
2026/02/22 02:32:42.891, 27.04 W
2026/02/22 02:32:43.891, 27.11 W
2026/02/22 02:32:44.891, 27.19 W
2026/02/22 02:32:45.891, 27.36 W
2026/02/22 02:32:46.891, 27.24 W
2026/02/22 02:32:47.891, 27.01 W
2026/02/22 02:32:48.891, 26.96 W
2026/02/22 02:32:49.891, 27.24 W
2026/02/22 02:32:50.892, 27.25 W
2026/02/22 02:32:51.892, 27.06 W
2026/02/22 02:32:52.892, 27.06 W
2026/02/22 02:32:53.892, 27.22 W
2026/02/22 02:32:54.892, 27.09 W
2026/02/22 02:32:55.892, 26.99 W
2026/02/22 02:32:56.892, 27.13 W
2026/02/22 02:32:57.892, 27.20 W
2026/02/22 02:32:58.893, 26.56 W
2026/02/22 02:32:59.893, 26.57 W
2026/02/22 02:33:00.893, 26.90 W
2026/02/22 02:33:01.893, 26.91 W
2026/02/22 02:33:02.893, 27.29 W
2026/02/22 02:33:03.893, 27.26 W
2026/02/22 02:33:04.893, 27.16 W
2026/02/22 02:33:05.894, 27.23 W
2026/02/22 02:33:06.894, 27.10 W
2026/02/22 02:33:07.894, 26.98 W
2026/02/22 02:33:08.894, 26.96 W
2026/02/22 02:33:09.894, 26.88 W
2026/02/22 02:33:10.894, 27.07 W
2026/02/22 02:33:11.894, 27.17 W
2026/02/22 02:33:12.894, 26.37 W
2026/02/22 02:33:13.895, 27.08 W
2026/02/22 02:33:14.895, 27.13 W
2026/02/22 02:33:15.895, 27.17 W
2026/02/22 02:33:16.895, 27.19 W
2026/02/22 02:33:17.895, 27.20 W
2026/02/22 02:33:18.895, 27.34 W
2026/02/22 02:33:19.895, 26.99 W
2026/02/22 02:33:20.896, 26.95 W
2026/02/22 02:33:21.896, 26.82 W
2026/02/22 02:33:22.896, 26.92 W
2026/02/22 02:33:23.896, 26.93 W
2026/02/22 02:33:24.896, 26.73 W
2026/02/22 02:33:25.896, 26.73 W
2026/02/22 02:33:26.896, 26.84 W
2026/02/22 02:33:27.897, 26.95 W
2026/02/22 02:33:28.897, 26.89 W
2026/02/22 02:33:29.897, 26.87 W
2026/02/22 02:33:30.897, 26.80 W
2026/02/22 02:33:31.897, 26.88 W
2026/02/22 02:33:32.897, 27.12 W
2026/02/22 02:33:33.897, 27.24 W
2026/02/22 02:33:34.897, 27.06 W
2026/02/22 02:33:35.898, 27.09 W
2026/02/22 02:33:36.898, 27.07 W
2026/02/22 02:33:37.898, 26.93 W
2026/02/22 02:33:38.898, 27.09 W
2026/02/22 02:33:39.898, 26.95 W
2026/02/22 02:33:40.898, 26.99 W
2026/02/22 02:33:41.898, 27.09 W
2026/02/22 02:33:42.898, 27.09 W
2026/02/22 02:33:43.899, 27.43 W
2026/02/22 02:33:44.899, 27.07 W
2026/02/22 02:33:45.899, 27.32 W
2026/02/22 02:33:46.899, 27.14 W
2026/02/22 02:33:47.899, 27.09 W
2026/02/22 02:33:48.899, 27.11 W
2026/02/22 02:33:49.899, 27.23 W
2026/02/22 02:33:50.900, 27.26 W
2026/02/22 02:33:51.900, 27.15 W
2026/02/22 02:33:52.900, 27.05 W
2026/02/22 02:33:53.900, 27.10 W
2026/02/22 02:33:54.900, 27.30 W
2026/02/22 02:33:55.900, 27.02 W
2026/02/22 02:33:56.900, 26.80 W
2026/02/22 02:33:57.900, 26.77 W
2026/02/22 02:33:58.901, 26.65 W
2026/02/22 02:33:59.901, 26.97 W
2026/02/22 02:34:00.901, 26.71 W
2026/02/22 02:34:01.901, 26.69 W
2026/02/22 02:34:02.901, 26.68 W
2026/02/22 02:34:03.901, 26.83 W
2026/02/22 02:34:04.901, 26.65 W
2026/02/22 02:34:05.901, 26.88 W
2026/02/22 02:34:06.902, 26.89 W
2026/02/22 02:34:07.902, 26.97 W
2026/02/22 02:34:08.902, 26.97 W
2026/02/22 02:34:09.902, 26.81 W
2026/02/22 02:34:10.902, 26.82 W
2026/02/22 02:34:11.902, 26.74 W
2026/02/22 02:34:12.902, 26.74 W
2026/02/22 02:34:13.902, 27.15 W
2026/02/22 02:34:14.903, 27.11 W
2026/02/22 02:34:15.903, 27.07 W
2026/02/22 02:34:16.903, 27.03 W
2026/02/22 02:34:17.903, 26.91 W
2026/02/22 02:34:18.903, 27.13 W
2026/02/22 02:34:19.903, 27.08 W
2026/02/22 02:34:20.903, 27.05 W
2026/02/22 02:34:21.904, 26.98 W
2026/02/22 02:34:22.904, 27.29 W
2026/02/22 02:34:23.904, 27.24 W
2026/02/22 02:34:24.904, 27.05 W
2026/02/22 02:34:25.904, 27.24 W
2026/02/22 02:34:26.904, 27.37 W
2026/02/22 02:34:27.904, 27.81 W
2026/02/22 02:34:28.904, 27.66 W
2026/02/22 02:34:29.905, 27.38 W
2026/02/22 02:34:30.905, 27.18 W
2026/02/22 02:34:31.905, 27.24 W
2026/02/22 02:34:32.905, 27.28 W
2026/02/22 02:34:33.905, 27.24 W
2026/02/22 02:34:34.905, 27.33 W
2026/02/22 02:34:35.905, 27.43 W
2026/02/22 02:34:36.905, 27.55 W
2026/02/22 02:34:37.906, 27.66 W
2026/02/22 02:34:38.906, 27.76 W
2026/02/22 02:34:39.906, 27.58 W
2026/02/22 02:34:40.906, 27.24 W
2026/02/22 02:34:41.906, 27.18 W
2026/02/22 02:34:42.906, 27.12 W
2026/02/22 02:34:43.906, 26.96 W
2026/02/22 02:34:44.906, 26.88 W
2026/02/22 02:34:45.907, 26.91 W
2026/02/22 02:34:46.907, 26.85 W
2026/02/22 02:34:47.907, 26.84 W
2026/02/22 02:34:48.907, 27.04 W
2026/02/22 02:34:49.907, 27.10 W
2026/02/22 02:34:50.907, 27.42 W
2026/02/22 02:34:51.907, 27.28 W
2026/02/22 02:34:52.907, 27.43 W
2026/02/22 02:34:53.908, 27.20 W
2026/02/22 02:34:54.908, 26.73 W
2026/02/22 02:34:55.908, 26.89 W
2026/02/22 02:34:56.908, 27.16 W
2026/02/22 02:34:57.908, 26.94 W
2026/02/22 02:34:58.908, 26.92 W
2026/02/22 02:34:59.908, 27.22 W
2026/02/22 02:35:00.909, 27.17 W
2026/02/22 02:35:01.909, 27.09 W
2026/02/22 02:35:02.909, 27.25 W
2026/02/22 02:35:03.909, 27.30 W
2026/02/22 02:35:04.909, 27.37 W
2026/02/22 02:35:05.909, 27.54 W
2026/02/22 02:35:06.909, 27.31 W
2026/02/22 02:35:07.909, 27.27 W
2026/02/22 02:35:08.910, 27.13 W
2026/02/22 02:35:09.910, 27.23 W
2026/02/22 02:35:10.910, 27.02 W
2026/02/22 02:35:11.910, 26.99 W
2026/02/22 02:35:12.910, 27.15 W
2026/02/22 02:35:13.910, 27.24 W
2026/02/22 02:35:14.910, 27.16 W
2026/02/22 02:35:15.910, 27.11 W
2026/02/22 02:35:16.911, 27.13 W
2026/02/22 02:35:17.911, 26.73 W
2026/02/22 02:35:18.911, 26.88 W
2026/02/22 02:35:19.911, 26.48 W
2026/02/22 02:35:20.911, 26.70 W
2026/02/22 02:35:21.911, 27.00 W
2026/02/22 02:35:22.911, 27.19 W
2026/02/22 02:35:23.912, 27.31 W
2026/02/22 02:35:24.912, 27.23 W
2026/02/22 02:35:25.912, 27.12 W
2026/02/22 02:35:26.912, 27.40 W
2026/02/22 02:35:27.912, 27.40 W
2026/02/22 02:35:28.912, 27.56 W
2026/02/22 02:35:29.912, 27.48 W
2026/02/22 02:35:30.912, 27.52 W
2026/02/22 02:35:31.913, 27.55 W
2026/02/22 02:35:32.913, 26.99 W
2026/02/22 02:35:33.913, 26.84 W
2026/02/22 02:35:34.913, 26.94 W
2026/02/22 02:35:35.913, 27.29 W
2026/02/22 02:35:36.913, 27.11 W
2026/02/22 02:35:37.913, 27.20 W
2026/02/22 02:35:38.914, 27.24 W
2026/02/22 02:35:39.914, 27.67 W
2026/02/22 02:35:40.914, 27.63 W
2026/02/22 02:35:41.914, 27.22 W
2026/02/22 02:35:42.914, 27.30 W
2026/02/22 02:35:43.914, 27.40 W
2026/02/22 02:35:44.914, 27.26 W
2026/02/22 02:35:45.914, 27.07 W
2026/02/22 02:35:46.915, 27.30 W
2026/02/22 02:35:47.915, 27.57 W
2026/02/22 02:35:48.915, 27.19 W
2026/02/22 02:35:49.915, 27.31 W
2026/02/22 02:35:50.915, 27.56 W
2026/02/22 02:35:51.915, 27.48 W
2026/02/22 02:35:52.915, 27.41 W
2026/02/22 02:35:53.916, 27.16 W
2026/02/22 02:35:54.916, 26.67 W
2026/02/22 02:35:55.916, 26.82 W
2026/02/22 02:35:56.916, 26.71 W
2026/02/22 02:35:57.916, 26.89 W
2026/02/22 02:35:58.916, 26.79 W
2026/02/22 02:35:59.916, 27.25 W
2026/02/22 02:36:00.917, 27.26 W
2026/02/22 02:36:01.917, 27.25 W
2026/02/22 02:36:02.917, 26.90 W
2026/02/22 02:36:03.917, 26.80 W
2026/02/22 02:36:04.917, 27.11 W
2026/02/22 02:36:05.917, 27.15 W
2026/02/22 02:36:06.917, 27.25 W
2026/02/22 02:36:07.917, 27.21 W
2026/02/22 02:36:08.918, 27.30 W
2026/02/22 02:36:09.918, 27.12 W
2026/02/22 02:36:10.918, 27.48 W
2026/02/22 02:36:11.918, 27.33 W
2026/02/22 02:36:12.918, 27.12 W
2026/02/22 02:36:13.918, 27.11 W
2026/02/22 02:36:14.918, 27.01 W
2026/02/22 02:36:15.918, 27.07 W
2026/02/22 02:36:16.919, 27.10 W
2026/02/22 02:36:17.919, 27.13 W
2026/02/22 02:36:18.919, 27.18 W
2026/02/22 02:36:19.919, 26.95 W
2026/02/22 02:36:20.919, 26.89 W
2026/02/22 02:36:21.919, 26.96 W
2026/02/22 02:36:22.919, 27.20 W
2026/02/22 02:36:23.920, 27.08 W
2026/02/22 02:36:24.920, 26.75 W
2026/02/22 02:36:25.920, 26.79 W
2026/02/22 02:36:26.920, 26.73 W
2026/02/22 02:36:27.920, 26.66 W
2026/02/22 02:36:28.920, 26.55 W
2026/02/22 02:36:29.920, 26.63 W
2026/02/22 02:36:30.921, 26.70 W
2026/02/22 02:36:31.921, 26.57 W
2026/02/22 02:36:32.921, 26.46 W
2026/02/22 02:36:33.921, 26.56 W
2026/02/22 02:36:34.921, 26.52 W
2026/02/22 02:36:35.921, 26.60 W
2026/02/22 02:36:36.921, 26.71 W
2026/02/22 02:36:37.922, 26.88 W
2026/02/22 02:36:38.922, 26.82 W
2026/02/22 02:36:39.922, 26.77 W
2026/02/22 02:36:40.922, 26.68 W
2026/02/22 02:36:41.922, 26.54 W
2026/02/22 02:36:42.922, 26.55 W
2026/02/22 02:36:43.922, 26.68 W
2026/02/22 02:36:44.922, 26.88 W
2026/02/22 02:36:45.923, 26.89 W
2026/02/22 02:36:46.923, 26.87 W
2026/02/22 02:36:47.923, 27.08 W
2026/02/22 02:36:48.923, 26.94 W
2026/02/22 02:36:49.923, 26.60 W
2026/02/22 02:36:50.923, 26.66 W
2026/02/22 02:36:51.924, 26.41 W
2026/02/22 02:36:52.924, 26.75 W
2026/02/22 02:36:53.924, 26.82 W
2026/02/22 02:36:54.924, 26.74 W
2026/02/22 02:36:55.924, 26.78 W
2026/02/22 02:36:56.924, 26.82 W
2026/02/22 02:36:57.924, 26.84 W
2026/02/22 02:36:58.924, 27.02 W
2026/02/22 02:36:59.925, 26.94 W
2026/02/22 02:37:00.925, 26.64 W
2026/02/22 02:37:01.925, 26.40 W
2026/02/22 02:37:02.925, 26.43 W
2026/02/22 02:37:03.925, 26.60 W
2026/02/22 02:37:04.925, 26.75 W
2026/02/22 02:37:05.925, 26.75 W
2026/02/22 02:37:06.926, 26.68 W
2026/02/22 02:37:07.926, 26.90 W
2026/02/22 02:37:08.926, 26.99 W
2026/02/22 02:37:09.926, 26.98 W
2026/02/22 02:37:10.926, 27.01 W
2026/02/22 02:37:11.926, 26.82 W
2026/02/22 02:37:12.926, 26.74 W
2026/02/22 02:37:13.926, 27.26 W
2026/02/22 02:37:14.927, 27.24 W
2026/02/22 02:37:15.927, 27.21 W
2026/02/22 02:37:16.927, 27.07 W
2026/02/22 02:37:17.927, 26.93 W
2026/02/22 02:37:18.927, 27.02 W
2026/02/22 02:37:19.927, 27.09 W
2026/02/22 02:37:20.927, 27.31 W
2026/02/22 02:37:21.927, 27.12 W
2026/02/22 02:37:22.927, 26.93 W
2026/02/22 02:37:23.928, 26.82 W
2026/02/22 02:37:24.928, 26.50 W
2026/02/22 02:37:25.928, 26.65 W
2026/02/22 02:37:26.928, 26.79 W
2026/02/22 02:37:27.928, 26.87 W
2026/02/22 02:37:28.928, 26.65 W
2026/02/22 02:37:29.928, 26.62 W
2026/02/22 02:37:30.928, 26.70 W
2026/02/22 02:37:31.929, 26.79 W
2026/02/22 02:37:32.929, 27.00 W
2026/02/22 02:37:33.929, 27.29 W
2026/02/22 02:37:34.929, 27.34 W
2026/02/22 02:37:35.929, 27.73 W
2026/02/22 02:37:36.929, 27.28 W
2026/02/22 02:37:37.929, 27.33 W
2026/02/22 02:37:38.929, 27.39 W
2026/02/22 02:37:39.930, 27.55 W
2026/02/22 02:37:40.930, 27.66 W
2026/02/22 02:37:41.930, 27.50 W
2026/02/22 02:37:42.930, 27.76 W
2026/02/22 02:37:43.930, 27.72 W
2026/02/22 02:37:44.930, 27.48 W
2026/02/22 02:37:45.930, 27.56 W
2026/02/22 02:37:46.931, 27.28 W
2026/02/22 02:37:47.931, 27.37 W
2026/02/22 02:37:48.931, 27.43 W
2026/02/22 02:37:49.931, 27.80 W
2026/02/22 02:37:50.931, 27.73 W
2026/02/22 02:37:51.931, 27.25 W
2026/02/22 02:37:52.931, 27.47 W
2026/02/22 02:37:53.931, 27.53 W
2026/02/22 02:37:54.932, 27.44 W
2026/02/22 02:37:55.932, 27.41 W
2026/02/22 02:37:56.932, 27.34 W
2026/02/22 02:37:57.932, 27.34 W
2026/02/22 02:37:58.932, 27.21 W
2026/02/22 02:37:59.932, 26.84 W
2026/02/22 02:38:00.932, 26.78 W
2026/02/22 02:38:01.932, 26.80 W
2026/02/22 02:38:02.933, 26.93 W
2026/02/22 02:38:03.933, 26.94 W
2026/02/22 02:38:04.933, 27.42 W
2026/02/22 02:38:05.933, 27.29 W
2026/02/22 02:38:06.933, 27.34 W
2026/02/22 02:38:07.933, 27.20 W
2026/02/22 02:38:08.933, 27.21 W
2026/02/22 02:38:09.934, 26.88 W
2026/02/22 02:38:10.934, 26.88 W
2026/02/22 02:38:11.934, 27.04 W
2026/02/22 02:38:12.934, 26.83 W
2026/02/22 02:38:13.934, 26.81 W
2026/02/22 02:38:14.934, 27.14 W
2026/02/22 02:38:15.934, 26.92 W
2026/02/22 02:38:16.934, 26.82 W
2026/02/22 02:38:17.935, 26.86 W
2026/02/22 02:38:18.935, 27.13 W
2026/02/22 02:38:19.935, 27.10 W
2026/02/22 02:38:20.935, 26.88 W
2026/02/22 02:38:21.935, 27.00 W
2026/02/22 02:38:22.935, 27.03 W
2026/02/22 02:38:23.935, 27.01 W
2026/02/22 02:38:24.935, 26.87 W
2026/02/22 02:38:25.936, 27.17 W
2026/02/22 02:38:26.936, 27.09 W
2026/02/22 02:38:27.936, 26.94 W
2026/02/22 02:38:28.936, 26.75 W
2026/02/22 02:38:29.936, 26.67 W
2026/02/22 02:38:30.936, 26.79 W
2026/02/22 02:38:31.936, 27.15 W
2026/02/22 02:38:32.937, 27.42 W
2026/02/22 02:38:33.937, 27.24 W
2026/02/22 02:38:34.937, 27.12 W
2026/02/22 02:38:35.937, 26.94 W
2026/02/22 02:38:36.937, 26.76 W
2026/02/22 02:38:37.937, 27.00 W
2026/02/22 02:38:38.937, 27.23 W
2026/02/22 02:38:39.937, 27.20 W
2026/02/22 02:38:40.938, 27.34 W
2026/02/22 02:38:41.938, 27.33 W
2026/02/22 02:38:42.938, 27.02 W
2026/02/22 02:38:43.938, 27.22 W
2026/02/22 02:38:44.938, 27.15 W
2026/02/22 02:38:45.938, 27.12 W
2026/02/22 02:38:46.938, 27.07 W
2026/02/22 02:38:47.938, 27.12 W
2026/02/22 02:38:48.939, 27.07 W
2026/02/22 02:38:49.939, 27.35 W
2026/02/22 02:38:50.939, 27.21 W
2026/02/22 02:38:51.939, 27.14 W
2026/02/22 02:38:52.939, 27.00 W
2026/02/22 02:38:53.939, 26.89 W
2026/02/22 02:38:54.939, 26.78 W
2026/02/22 02:38:55.940, 27.04 W
2026/02/22 02:38:56.940, 27.05 W
2026/02/22 02:38:57.940, 27.07 W
2026/02/22 02:38:58.940, 26.60 W
2026/02/22 02:38:59.940, 26.78 W
2026/02/22 02:39:00.940, 27.02 W
2026/02/22 02:39:01.940, 27.06 W
2026/02/22 02:39:02.941, 26.98 W
2026/02/22 02:39:03.941, 26.91 W
2026/02/22 02:39:04.941, 27.14 W
2026/02/22 02:39:05.941, 27.46 W
2026/02/22 02:39:06.941, 27.55 W
2026/02/22 02:39:07.941, 27.18 W
2026/02/22 02:39:08.941, 27.41 W
2026/02/22 02:39:09.941, 27.37 W
2026/02/22 02:39:10.942, 27.15 W
2026/02/22 02:39:11.942, 27.14 W
2026/02/22 02:39:12.942, 27.23 W
2026/02/22 02:39:13.942, 26.95 W
2026/02/22 02:39:14.942, 27.11 W
2026/02/22 02:39:15.942, 26.99 W
2026/02/22 02:39:16.942, 26.91 W
2026/02/22 02:39:17.942, 27.36 W
2026/02/22 02:39:18.943, 27.44 W
2026/02/22 02:39:19.943, 27.29 W
2026/02/22 02:39:20.943, 27.81 W
2026/02/22 02:39:21.943, 27.77 W
2026/02/22 02:39:22.943, 27.17 W
2026/02/22 02:39:23.943, 27.41 W
2026/02/22 02:39:24.943, 27.40 W
2026/02/22 02:39:25.944, 27.07 W
2026/02/22 02:39:26.944, 27.06 W
2026/02/22 02:39:27.944, 27.14 W
2026/02/22 02:39:28.944, 27.34 W
